行业,批次,不限专业,公司名称,学历,岗位更新日期,官方公告,岗位,网申入口,含免笔试,截止时间,企业类型,招聘对象,备注,工作城市
"传媒,其它",春招,0,中广公司,"本科,硕士,博士",2026/04/04,https://www.nrta.gov.cn/art/2026/4/1/art_113_72994.html,会展部项目管理岗，综合部综合文秘岗，国际交流部项目管理岗，规划财务部财务会计岗，集成营销部项目管理岗,https://shortapis.com/xzpro/?target64=emhhb3Bpbl9jYmljQDEyNi5jb20=,0,2026-04-10,央国企,2026,"解决北京户口, 广电总局直属国企, 包含五险一金及各类补贴, 10k-15k*13",北京
互联网,春招补录,0,OPPO-小语种专场,"本科,硕士",2026/04/04,https://mp.weixin.qq.com/s/F-FQHOUykRysuVinsk4x_w,媒介经理，产品营销经理，数字营销经理，社媒运营经理,https://careers.oppo.com/university/oppo/campus,1,招满即止,民企,"2025, 2026, 2027","有六险一金, 丰厚餐补, 班车接送, 18k-30k*15","海外, 深圳"
"研究所,事业单位",春招,0,江苏省地质局,"本科,硕士,博士",2026/04/04,https://jshrss.jiangsu.gov.cn/art/2026/3/31/art_78506_11751982.html,地质类相关专业工作人员,https://rs.jshrss.jiangsu.gov.cn/index/f/RCRS_0056,1,2026-04-09,事业单位,"2024, 2025, 2026","事业编制,六险二金,包含16家省属单位,10k~15k*14",江苏
半导体,春招,0,一微科技,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/5scXCGbXgXxUU4cnwuB6vw,AI研发工程师，AI算法工程师，SLAM算法工程师，测试工程师，数字设计工程师，系统设计工程师，芯片测试工程师，传感器开发工程师，传感器算法工程师，嵌入式软件工程师,https://shortapis.com/xzpro/?target64=aHJAYW1pY3JvLmNvbS5jbg==,0,招满即止,民企,2026,"珠海政府人才补贴本科6W/硕士9W, 优先落户, 1v1导师制, 薪资极具竞争力。","上海, 珠海"
车企,春招,0,华域视觉,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/yv6lTaXLNEdZ58SQaJSXjg,光学设计类，工艺技术类，模具装备类，电子硬件类，电子软件类，结构设计类，维修技术类,https://hascovision.zhiye.com/,0,招满即止,央国企,2026,"提供员工宿舍,免费班车,美味三餐,落户政策,六险二金,12k-20k*14","上海, 南京, 常熟, 广州, 武汉, 烟台, 芜湖, 重庆, 长沙"
"其它,互联网",春招,0,粤传媒,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/AjkHzM-mT8YkO3Djd3aHKw,AI应用Java开发工程师，制片，编剧，纪检员，商业策划，影视后期，影视策划，政务策划，漫剧导演，财务会计，全媒体编辑，新媒体运营，财经研究员，人力资源专员,https://shortapis.com/xzpro/?target64=aHJAZ2RnenJiLmNvbQ==,0,招满即止,央国企,2026,"国企背景,六险一金(含企业年金),自带食堂健身房,总包10万-15万",广州
"制造业,航天航空",春招,0,中航沈飞,"本科,硕士,博士",2026/04/04,https://cauc.bysjy.com.cn/detail/online?id=3488741&menu_id=28135,技术岗，管理岗,https://www.duomian.com/project/14003166/,0,招满即止,央国企,2026,"提供六险二金,安家费(最高25万),人才公寓,10K-13K/月",海南省陵水黎族自治县
"制造业,新能源",春招,1,广州智慧用电,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/rWCdsAxO_J2qj_5Fu-5sng,电力生产类，经营管理类,https://m.zhaopin.com/xiaoyuan/company/detail?channelId=-1&comid=KA1461181470P90000003000&productId=-1&redirect=mxiaoyuan,0,2026-04-13,央国企,2026,"央地合作国企,六险一金,年终奖,高温补贴,提供工作餐,10k-15k*14",广州
快消,春招,0,曼伦,"本科,硕士",2026/04/04,https://cauc.bysjy.com.cn/detail/online?id=3489351&menu_id=28135,销售新生,https://app.mokahr.com/m/campus_apply/manon/165986?recommendCode=DSndbzXk&hash=%23%2Fjobs#/jobs,0,招满即止,合资,"2025, 2026","有六险一金,12%公积金,医保内门诊100%报销,异地面试包机酒,年薪22W-25W","上海, 北京, 广州, 成都"
金融,春招,1,华泰证券,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/IUs2mLrLVVjnJt8pTRS_sQ,理工类，经济金融类，营销管理类,https://job.htsc.com.cn/,1,招满即止,央国企,"2025, 2026","头部券商, 宣讲会现场面试获笔试直通车, 六险二金, 15k-30k*15",全国
金融,春招,0,浙商银行,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/RckzknicPkhqFEm-cy3sdQ,分行CZ星，总行定向派驻岗位，分支机构及子公司综合培养岗位,https://zp.czbank.com.cn/,0,招满即止,民企,"2025, 2026","有六险二金,补充医疗保险,企业年金,不限专业,13k~20k*14",全国
金融,春招,0,国泰基金,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/oEOcwzjSHI4sMX7cJhocTg,投研管培生，财富管培生,https://gtfund.zhiye.com/8/jobs,0,招满即止,合资,2027,"2027届可获留用offer,双导师带教,进阶式培养体系,25k~35k*18","上海, 全国"
"互联网,制造业",春招,0,赛普智能,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/K1nWeiydkzdpv9rAo6EbVQ,项目经理，控制工程师，方案工程师，算法工程师，专业销售人员，工程交付工程师，软件开发工程师,https://mp.weixin.qq.com/s/K1nWeiydkzdpv9rAo6EbVQ,0,招满即止,民企,2026,专注流程工厂智能化领域，老中青三代导师带教，核心研发岗位，12k~25k*14,"北京, 太原, 西安, 重庆"
咨询,春招,0,止一税务,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/alfBbCRARc7IOn0I2E-j5Q,税务合伙人,https://shortapis.com/xzpro/?target64=eWFveWF3ZW5AemhpeWl0YXguY29t,1,招满即止,民企,2026,本科12k，硕士15k-20k，年终奖最高3个月，专注深圳房地产税务领域。,深圳市
咨询,春招,1,毕马威,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/s_G04LPeOO5J60sSwwpAGA,审计，税务,https://app.mokahr.com/campus-recruitment/kpmg/76195#/jobs?page=1&anchorName=jobsList&keyword=GJP&project%5B0%5D=100126048,0,招满即止,外企,"2026, 2027","日语N1硬性要求, 专业不限, 涵盖审计与税务岗位, 14k-16k*13","上海, 北京, 宁波, 广州, 深圳, 苏州"
交通运输,春招,0,山东航空,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/z62ondTDjocIcYfTl01M3g,签派员,https://sdair.zhaopin.com/,0,2026-04-13,央国企,2026,"有六险二金,免费机票福利,各种补贴,10k-15k*13",济南
制造业,日常实习,0,博西家电,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/9qyCgsnNsDtYdTMAdw5n4g,"数字化战略方向,研发创新方向,战略规划方向,市场与品牌战略方向",https://app.mokahr.com/m/social-recruitment/bshg/171901?locale=zh-CN,0,招满即止,外企,2026届、2027届,"直接锁定2027届校招OFFER, 需实习4个月及以上, 7月入职, 英语可作为工作语言。",南京
"其它,咨询",日常实习,0,烁程,"大专,本科",2026/04/04,https://syjzdx.bysjy.com.cn/detail/online?id=3487808&menu_id=27302,"北京机场实习生,专项看护实习岗,核心区域安检实习岗,国家博物馆实习岗,抗日战争纪念馆实习岗,故宫博物院实习岗,幼儿园实习岗,北京地铁实习岗,国企宾馆实习岗,公安辅警实习岗,政务服务大厅实习岗",https://syjzdx.bysjy.com.cn/detail/online?id=3487808&menu_id=27302,0,招满即止,民企,2026届,"2500/月(含全勤), 提供住宿, 需实习6-12个月, 包含机场/国博/故宫等核心区域岗位且有转正机会。",北京
"金融,银行",春招,0,邮储银行广西区分行,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/Vd2vIM5iDBQubRQ3zcF7tQ,U培生（金融销售）,https://psbcgx2026.zhaopin.com/,0,2026-04-15,央国企,"2025, 2026","有六险二金,补充医疗保险,企业年金,各种补贴,12w~18w","北海市, 南宁市, 崇左市, 来宾市, 柳州市, 梧州市, 河池市, 玉林市, 百色市, 贵港市, 贺州市, 钦州市, 防城港市"
金融,春招,0,中国国新,"硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/qTWxInxzxL37EDd3V3dEtA,产业培育，基金投资，境外投资，直接投资，股权运作，资产管理，金融服务，国新新星计划管培生,https://zp.crhc.cn/recportal/homePage,0,2026-04-24,央国企,2026,"解决北京户口, 六险二金, 顶级央企投资平台, 硕博为主, 总包25w-40w","上海, 北京"
农业,春招,0,广东恒兴,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/aojSSRgz694Y7O206HQ5FQ,研发工程师，营销储备干部，生产、品管储备干部，技术服务、水产养殖储备干部，财务、审计、采购贸易储备干部,https://shortapis.com/xzpro/?target64=aHJAZ2RoeDg4OC5jb20=,1,招满即止,民企,2026,提供六险一金及餐费补贴，拥有印尼、越南等海外轮岗机会，农业龙头企业，总包约8k-15k,"印尼, 天津, 山东, 广东, 广西, 江苏, 浙江, 海南, 湖北, 福建, 越南, 辽宁, 马来西亚"
金融,春招,1,天津融享科技,"大专,本科,硕士,博士",2026/04/04,https://cauc.bysjy.com.cn/detail/online?id=3488323&menu_id=28135,客户经理，管理储备干部,https://shortapis.com/xzpro/?target64=MTY1OTEzMzAxNUBxcS5jb20=,1,招满即止,民企,2026,"有五险一金,双休,各种补贴,5k-12k",天津
农业,春招,0,碧盈泰米超级稻,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/U65XLYa96RJjWCySjEUxyw,品管员，科研助理，制种技术员,https://shortapis.com/xzpro/?target64=dGhhaXJpY2VAMTI2LmNvbQ==,1,招满即止,民企,2026,"有六险一金,交通/伙食/通讯补贴,综合年薪10-20万",长沙
咨询,暑期实习,0,普华永道,"本科,硕士",2026/04/04,https://mp.weixin.qq.com/s/N5Rpyla9sd24kLksTvi58A,"审计及鉴证服务实习生,税务服务实习生,咨询服务实习生",https://app.mokahr.com/su/uvfrut,0,招满即止,外企,2027届,"四大咨询核心组, 6月起开启实习, 表现优异可获转正Offer, 针对2027届在校生。",全国
教育,暑期实习,0,高途,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/9TUK0hm89ZUnhKowoRveeg,"一对一教师,二讲老师,学习顾问,助教,职能岗位,运营岗位",https://mp.weixin.qq.com/s/9TUK0hm89ZUnhKowoRveeg,0,招满即止,民企,2027届,"底薪+绩效, 需实习2个月以上, 优秀者可转正锁定秋招Offer, 入职配齐电脑手机耳机大礼包.","上海, 北京, 广州, 成都, 杭州, 武汉, 西安, 郑州, 石家庄"
金融,暑期实习,0,泓德基金,"硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/mnPP9QkAn9nO2Vx4z4y9gg,"行业研究员,渠道销售",https://shortapis.com/xzpro/?target64=aHJAaG9uZ2RlZnVuZC5jb20=,1,2026-06-30,合资,2027届,"有转正机会, 需实习1-2个月考察, 仅限27届硕博, 投研/市场核心岗。","上海, 北京, 深圳"
金融,春招,1,北京信托,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/lrnaPj_0sRbDzLM55HdIxQ,经办岗，管培生岗，博士后科研工作站研究人员,https://shortapis.com/xzpro/?target64=eHl6cEBiaml0aWMuY29t,0,2026-04-17,央国企,"2025, 2026","北京市属国企, 往届生可投, 六险二金, 15k~25k*14",北京
银行,春招,0,邮储银行大连分行,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/-lXvNIfK7G4jxqoTvm7tIA,U培生（金融销售）,https://campus.chinahr.com/ws/v/69c6546683e6640a53bfafc3/index.html#/campus?projectId=69c6546683e6640a53bfafc3,0,2026-04-24,央国企,2026,"有六险二金,午餐/取暖/通讯补贴,定期体检,10k-15k*14",大连
"金融,银行",春招,0,邮储银行上海分行,"大专,本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/M48gH8pLkAxlyB5KirVjoQ,U培生（销售类方向），U培生（信息科技方向），柜员，客户服务经理,http://psbcsfxz2026.zhaopin.com/,0,2026-04-20,央国企,"2025, 2026","有六险二金,各种补贴,15k~22k*14",上海
"制造业,半导体",春招,0,一微科技,"本科,硕士,博士",2026/04/04,http://mp.weixin.qq.com/s?__biz=MzIwNTUwMTk5MA%3D%3D&idx=1&mid=2247487306&sn=bc4dde40c5261a27891e29a65d7929a1,职能类，产品经理，硬件工程师，算法工程师，芯片设计工程师，嵌入式软件工程师,http://mp.weixin.qq.com/s?__biz=MzIwNTUwMTk5MA%3D%3D&idx=1&mid=2247487306&sn=bc4dde40c5261a27891e29a65d7929a1,0,招满即止,民企,2026,"具身智能芯片领军企业, 享受珠海高新区人才补贴, 核心研发岗年薪极具竞争力, 18k~35k*14",珠海
"教育,互联网",春招,1,超星集团,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/YK1xZyYgRGFqBJeyu2279g,IP设计师，UIUX设计师，设计师，产品经理，储备干部，项目经理，大客户代表，算法工程师，前端研发工程师,https://v1.chaoxing.com/mobileSet/qrCodeUrl?fid=329906&mAppId=19836966,0,招满即止,民企,2026,"专注教育信息化, 导师带教, 扁平化管理, 薪资待遇优厚, 10k~18k*13","上海, 全国, 北京, 南京, 成都, 武汉, 燕郊, 福州, 西安"
"研究所,航天航空",春招,0,航天科技卫星应用创新研究院,"硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/jOhkSv_iOju_hDytmtLAnQ,5G高层协议栈开发，应用系统开发，产品与系统测试，数智技术研发岗，算法开发工程师，通信算法工程师，健康监测系统设计，智能无人系统控制，智能无人系统设计，机械设计与力学分析，网络与通信系统设计,https://shortapis.com/xzpro/?target64=d3hyY0BjaGluYXNhdGNvbS5jb20=,0,2026-04-30,央国企,"2025, 2026","解决北京户口, 央企正式编制, 六险二金, 各种补贴, 18k-30k*14",北京
银行,春招,0,大连农商银行,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/BXbVZ_gLDdZMc67Eu4Pv4A,债券交易岗，应用开发岗，押品估值岗，票据交易岗，系统管理岗，线下同业岗，质量保证岗，贷后管理岗，资产管理岗，项目管理岗,https://www.duomian.com/project/14003121/,0,2026-04-20,央国企,2026,"有六险一金,交通/通讯/取暖补贴,人才补贴,10k~15k*14",大连
互联网,春招,0,创非凡,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/ZexxSbOGJ-G8PFl73NTSDw,AI研究员，AI算法工程师，实习生，产品经理，后端开发工程师,https://work.weixin.qq.com/ct/wcdeb05ea6ef65a0e44fddcff0f8f53f4b86,0,招满即止,民企,2026,"专注AI大模型领域, 核心研发岗位, 极具竞争力的薪资待遇, 20k-40k*14",杭州
医药生物,春招,0,泛亚生物,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/R7auxTBVi6RSR_PRXcZAzA,AI工程师，研究员(合成生物学)，研究员(天然药物方向)，总工程师，销售经理，助理研究员，短视频运营，场景营销设计，内容策划与运营，生物培育负责人，保健品项目负责人，产品规划办公室主任，智能酿制机项目负责人，微生物博物馆项目总经理,https://shortapis.com/xzpro/?target64=aHJAYmlvYXNpYS5jb20uY24=,0,招满即止,民企,2026,"国家级高新企业, 专注合成生物领域, 包含研发/运营/管理多类岗位, 欢迎26届及国际人才, 10k-25k",嘉兴
"制造业,新能源",春招,0,奥特维,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/T6JewzlFIzFJOZzN4bdroQ,双语调试工程师，解决方案工程师,https://app.mokahr.com/m/campus-recruitment/wxautowell/45558,1,招满即止,民企,"2025, 2026","六险一金, 各种补贴, 导师带教, 10k-18k*14",无锡
金融,春招,1,中粮信托,"硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/nrZpMYg-n4dVI9mgkAW2xw,信息技术岗，投资经理岗，财务运营岗，财富管理岗,http://campus.51job.com/cofco,0,招满即止,央国企,2026,"央企背景, 两年半完整培养周期, 往年参考总包25w-30w, 18k~22k*14","上海, 北京, 南京, 厦门, 成都, 杭州, 深圳"
银行,春招,0,张家港农商银行,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/aD4IaXqe8rI5ZXJsHPN3xw,管理培训生，金融业务类通用岗,https://mp.weixin.qq.com/s/aD4IaXqe8rI5ZXJsHPN3xw,0,招满即止,民企,"2024, 2025, 2026","专业不限, 往届可投, 包含管培生及通用岗, 薪资福利优厚, 12w-18w/年","丹阳, 南通, 宿迁, 无锡, 苏州, 张家港, 连云港"
"互联网,文化传媒",春招,1,影谭文化,"本科,硕士,博士",2026/04/04,https://mp.weixin.qq.com/s/SFdpfEum52hhXahWtUuRwA,编剧，素材师，业务助理，产品经理，导演助理，账号运营，抽卡师（AI视频生成师），数据分析师，研发工程师,https://app.mokahr.com/m/campus_apply/zuoyebang/39595?recommendCode=DSCStUpV&hash=%23%2Fjobs#/jobs,0,招满即止,民企,2026,"专注短剧行业第一梯队, 50+HC, 提供系统培训与极具竞争力的福利, 10k~25k*14",北京
"制造业,新能源",春招,0,中天合创,"大专,本科,硕士",2026/04/04,https://mp.weixin.qq.com/s/qBVePGLPDB7BTmt24Oazlg,火电技术储备岗，设备技术储备岗，化工技能运行、技术储备岗,https://xym.51job.com/wechat/vuectmjobs/#/index?id=467C4806-AB70-4C23-9CAE-65CE723BC3EB&color=31BE88&prd=yddzy,0,2026-04-15,央国企,2026,"有六险二金,各种补贴,提供三支人才成长通道,10k~15k*14",鄂尔多斯
"其它,互联网",春招,0,江苏国信数智,"硕士,博士",2026/04/03,https://mp.weixin.qq.com/s/gQRwl3e4LyYUhi4A0pYDRQ,数据开发岗，数字化咨询岗，经营采购管理岗，软件平台开发岗，人工智能研发工程师,https://jsgx2026.zhaopin.com/,0,招满即止,央国企,"2025, 2026",江苏省属大型国企全资子公司，提供六险二金及各类补贴，12k~18k*14,南京
其它,春招,1,咕嘟咕嘟文化,"本科,硕士,博士",2026/04/03,https://mp.weixin.qq.com/s/fqGncSF6pN3gfshxwTq2vg,虚拟主播 (VTuber)，真人露脸主播,https://mp.weixin.qq.com/s/fqGncSF6pN3gfshxwTq2vg,1,招满即止,民企,2026,"保底薪资3000元/月, 无流水业绩要求, 灵活时间, 高额分成, 3k+分成","天津, 成都"
